年份,省份,城市,房价
2020,辽宁,辽阳,4775
2020,辽宁,盘锦,4403
2020,辽宁,阜新,4094
2020,辽宁,铁岭,4045
2020,内蒙古,呼和浩特,11811
2020,内蒙古,赤峰,9738
2020,内蒙古,包头,8150
2020,内蒙古,鄂尔多斯,7500
2020,内蒙古,通辽,6449
2020,内蒙古,兴安盟,5584
2020,内蒙古,巴彦淖尔市,5536
2020,内蒙古,乌兰察布,5033
2020,内蒙古,乌海,5003
2020,内蒙古,锡林郭勒盟,4796
2020,内蒙古,呼伦贝尔,4588
2020,内蒙古,海拉尔,4545
2020,宁夏,银川,6542
2020,宁夏,吴忠,4753
2020,宁夏,固原,4707
2020,宁夏,中卫,4152
2020,宁夏,石嘴山,2929
2020,青海,海东,9879
2020,青海,西宁,9757
2020,青海,海南,7058
2020,青海,海西,4643
2020,陕西,西安,12636
2020,陕西,咸阳,7857
2020,陕西,榆林,7268
2020,陕西,延安,6229
2020,陕西,铜川,5454
2020,陕西,安康,5243
2020,陕西,商洛,5220
2020,陕西,宝鸡,5178
2020,陕西,汉中,5108
2020,陕西,渭南,5093
2020,山东,青岛,16747
2020,山东,济南,15280
2020,山东,泰安,11170
2020,山东,聊城,10370
2020,山东,日照,10294
2020,山东,烟台,10289
2020,山东,威海,9957
2020,山东,章丘,9175
2020,山东,德州,8936
2020,山东,淄博,8852
2020,山东,临沂,8817
2020,山东,济宁,8581
2020,山东,莱芜,8209
2020,山东,东营,8200
2020,山东,滨州,7883
2020,山东,枣庄,7879
2020,山东,诸城,7355
2020,山东,潍坊,6929
2020,山东,菏泽,5993
2020,山东,垦利,5707
2020,山西,太原,11243
2020,山西,长治,9129
2020,山西,晋城,8975
2020,山西,晋中,8007
2020,山西,临汾,6433
2020,山西,大同,6280
2020,山西,运城,5725
2020,山西,忻州,5245
2020,山西,吕梁,4725
2020,山西,阳泉,4527
2020,山西,朔州,3748
2020,四川,成都,13626
2020,四川,凉山,9437
2020,四川,绵阳,7655
2020,四川,宜宾,7050
2020,四川,广元,6940
2020,四川,达州,6858
2020,四川,南充,6608
2020,四川,遂宁,6431
2020,四川,内江,6268
2020,四川,泸州,6250
2020,四川,资阳,6141
2020,四川,攀枝花,6041
2020,四川,眉山,6011
2020,四川,德阳,5976
2020,四川,雅安,5775
2020,四川,广安,5768
2020,四川,自贡,5708
2020,四川,乐山,5558
2020,四川,巴中,4865
2020,新疆,乌鲁木齐,8404
2020,新疆,昌吉,6029
2020,新疆,石河子,5944
2020,新疆,喀什,5553
2020,新疆,伊犁,5537
2020,新疆,克拉玛依,5115
2020,新疆,五家渠,4250
2020,新疆,巴音郭楞,4094
2020,新疆,阿克苏,4012
2020,新疆,博尔塔拉,3874
2020,新疆,哈密,3842
2020,新疆,吐鲁番,3309
2020,西藏,拉萨,12509
2020,西藏,林芝,8712
2020,云南,昆明,13467
2020,云南,大理,12943
2020,云南,西双版纳,8186
2020,云南,丽江,8146
2020,云南,保山,8132
2020,云南,普洱,8073
2020,云南,玉溪,7862
2020,云南,德宏,7572
2020,云南,临沧,7200
2020,云南,昭通,6025
2020,云南,曲靖,5750
2020,云南,楚雄,5702
2020,云南,文山,5673
2020,云南,红河,5602
2020,云南,迪庆,4965
2020,浙江,杭州,27283
2020,浙江,宁波,25044
2020,浙江,义乌,21916
2020,浙江,温州,21586
2020,浙江,瑞安,17535
2020,浙江,金华,17073
2020,浙江,绍兴,16554
2020,浙江,舟山,16202
2020,浙江,台州,15618
2020,浙江,衢州,15019
2020,浙江,嘉兴,12027
2020,浙江,乐清,11741
2020,浙江,湖州,10446
2020,浙江,丽水,9734
